candidate,run_date,row_index,source_asset_id,expected_pot_number,detected_numbers,detected_count,match,image_missing,ocr_text_preview
wide_tall,2026-02-28,69,AF1QipOtfgGC6kw6p74wMcF5b0RrV_9q3JEA88Toh1lv,11,"8,23,4,7,3,5,9,22,12,2",10,0,0,TN fo - re ere ee wage {8 sco Gr “ys fe \ Dre rel - ™~ ao Ae G Sete * N* > ” SAG irs pppts! ’ wets en oo ee ey ANS Y she A 23] PRR SSS Raa Lae Doc AN Pe Ne . . * ry ae! “ a . eee M
narrow_top,2026-02-28,69,AF1QipOtfgGC6kw6p74wMcF5b0RrV_9q3JEA88Toh1lv,11,"4,1,7,2",4,0,0,". q- -7erea ranean iy . ' ‘ is we at xt Nae a i re ‘ ea ey eae Pres Sage fr Aes, i Ran eto sh: WV A TRIES aS « ya ah (e N 4 Ah See eee Sen os Agere rat Raye eS! 1 SRE TEL RRA bag a"
broad_top,2026-02-28,69,AF1QipOtfgGC6kw6p74wMcF5b0RrV_9q3JEA88Toh1lv,11,"3,7,4,9,1,8,5,22,2",9,0,0,"q e eee ea, * abo . "" | te hy = ye a4 ac sata iM er ‘ <3 ""yy ey ~ 7 ee \ he so: K TNS Te AME \ x - ye afeyes Ae? ee Nr. - ve = : FOS yo STA: a oe ; - & es a ae 7 &, any . a! ae Vn "
baseline,2026-02-28,70,AF1QipPlHHnlOJHRX4jyTuWRQGkWn2l8Ns9kgnIGF95-,12,"9,1,8,4,7,3",6,0,0,"“ Kon es . Aa Leet eles (aes (ALS ‘ Sa Oe ge COREY ine Ly) Deane INL Se at ; ae he Wark BE ALT , 9 Se ,¥ x een age Le ARS Be RN SAS Lt aC cage np Seay ARE Sete SW Se SOE IL. OR ESN"
wide_lower,2026-02-28,70,AF1QipPlHHnlOJHRX4jyTuWRQGkWn2l8Ns9kgnIGF95-,12,"7,5,2,4,8,3",6,0,0,ER Fo ered AL eh on yt | NS = SNe Pat er : sw Gene ——- cos . Sie ses B63 0 Sderot fen Kpey NE Sar yor gov. ory SERS Guta wan Sy 7 Ses “ve 158 Ast A¥y NS ea eS + Ye Ce ae SALAS wen 
center_tall,2026-02-28,70,AF1QipPlHHnlOJHRX4jyTuWRQGkWn2l8Ns9kgnIGF95-,12,"1,4,7,5,3,20,8,24",8,0,0,ToS Syitea BD gXth Os Pa ERLE ng 1 SRG AR Meo ies man gaia ha Os Sees Sue A Re x RAN Apaeey NE BI ea eaey tay Poon te gota BNO BLS 4 4 et aye BNO LEA TS VES an Sry eeaeck ee AY Ber
left_tall,2026-02-28,70,AF1QipPlHHnlOJHRX4jyTuWRQGkWn2l8Ns9kgnIGF95-,12,"1,4,8,5,6,2,24,9,3,7,14",11,0,0,"wD leo syiee at ee POY, 1 il EEE a Lee: ere arn aX BS borqesen Ceace . Stet DRE Rahs goths eae Aas Bigoae’ raed TASS SR reas ee eee TAN SS eNd Pa eee etd Ce a he ASE (GRU SS: aot e"
right_tall,2026-02-28,70,AF1QipPlHHnlOJHRX4jyTuWRQGkWn2l8Ns9kgnIGF95-,12,"2,4,5,3,1,6,7",7,0,0,"eat enti Vek Rae se 2 ERE Ee ON eS aah TE Pare SNE Rear ee oi) Bre tic PORTA? fs fal Nyreunicanec SPS Ad rea ne onl n VL Seas VA ARO: $n. WS es ; neva, oes HEAL Sse chee FPG Sete N"
wide_tall,2026-02-28,70,AF1QipPlHHnlOJHRX4jyTuWRQGkWn2l8Ns9kgnIGF95-,12,"3,7,2,8,5,4,6,33,9",9,0,0,3 tates Cane re a 7: So we ee hog cue a ie ie Sid Ne a 6s EAA LD SUAS RN es ME Lett Den FEES Vihtoawtenee A REM ETEAS ngage No SN SOS TASC aI Nyrmiceeecdte ANS er aye 2 SR ENON ee 
narrow_top,2026-02-28,70,AF1QipPlHHnlOJHRX4jyTuWRQGkWn2l8Ns9kgnIGF95-,12,"2,4,5,3,8,7,16",7,0,0,"a9 pele, pes a = aw. “ OE ~ tay dst el ne Reged Men hy lee weeds} ’ EDA ey Ze EEE LOGAN GD Ut TO ao ee Fa die nee) ~ or : # RES ees Heist <r WN a ‘ weit ZY BT gee atc ORNS ae TAS e"
broad_top,2026-02-28,70,AF1QipPlHHnlOJHRX4jyTuWRQGkWn2l8Ns9kgnIGF95-,12,"5,4,2,7,6,8,24,3,33,22,9",11,0,0,"4y ve We beso, aie eae l] cers | ws avitens VARS . Vie Ast o ANEY: a ell me ea Wes gS Ee ra Sh ~~ Swan oe 8G ) Y pont ee wa eee . : Se ENCSS) CAGES Bre eae A Re Mira R fies Reed 1S"
baseline,2026-02-28,71,AF1QipPq_BwQYcGRESnVbEXHxyGnNJyt8Hli_XP_F9Ww,13,"5,7,6,9,4",5,0,0,"ii a=, ek oe L pees a “fa TT hg sh eee Pee thc oc Saas LERGE oy ASR 's ' aa ¥ et BLS MAIR Soe SEES S oe rs ond tes a Se a TS SS OT Smee Rees Fa NOI ad gasieee, RIN ee . ara: cn a e"
wide_lower,2026-02-28,71,AF1QipPq_BwQYcGRESnVbEXHxyGnNJyt8Hli_XP_F9Ww,13,"4,5,32,7,2,8",6,0,0,"iy we ie Ne fA, 4 y a | ‘F f : S: ) he fa 5 Lg) 4 { ae aed . en CEL “ BS ie: eas EASE ELSON ie 4 BO acer nae Ee Ronee pie “yy. Sorat: ise tao “ee ete dey Bee Se al ee RN Nese a A P"
center_tall,2026-02-28,71,AF1QipPq_BwQYcGRESnVbEXHxyGnNJyt8Hli_XP_F9Ww,13,"9,4,30,3,5,7",6,0,0,"“en? og Be CAP why ages Atanas aisaae Nigro wer ———— 4t ‘ an -> Kas! recto ay, § 9 APSO Fe FON Vere net OS NCAR SANE NS Loy eM RRO ea SOK Snes ve . . OER Oe Rae A ee: PCN Si ek ae "
left_tall,2026-02-28,71,AF1QipPq_BwQYcGRESnVbEXHxyGnNJyt8Hli_XP_F9Ww,13,"1,4,8,3,7,2",6,0,0,"AG ME pe 1 ee eee eile -Mitelee “LUT TS, ON Lege cance date Caveat? . a » RON 4 ary Ag. mets TN VY oe ee ee NEN Pre NS A AN Are EES Re Sea EASY as a Pall - aoe, ert BT OF i phy ae "
right_tall,2026-02-28,71,AF1QipPq_BwQYcGRESnVbEXHxyGnNJyt8Hli_XP_F9Ww,13,"7,4,2,8,3",5,0,0,"F. g¢ * oh” FP TER SIRT ot a oe) ea oe ET AR ae mente he gS ee gh ""0g hy fy ; ae eT Sent ei yee : Re ORCAS cra AO ee — Se “Ty 7) a AT seme |e im ""4 ch bad = wea . . aN oy Toaehy TI"
wide_tall,2026-02-28,71,AF1QipPq_BwQYcGRESnVbEXHxyGnNJyt8Hli_XP_F9Ww,13,"7,9,4,1,2,5,3,28",8,0,0,"Sel HES aN 7 MeN ot: | SP aUe Se OR Se Ae ee inant oe a KSA | Wea Snareen eee tats A ect fs, ) ee a LTA WN Fe Aye Se BSA : satel SF OT SOS FR SEARO TS : SA VV SUN RS CASS CLE ON oo"
narrow_top,2026-02-28,71,AF1QipPq_BwQYcGRESnVbEXHxyGnNJyt8Hli_XP_F9Ww,13,"4,3,5,2",4,0,0,i { is a IS hy ety gt FG EVAL: ote LGN FA ese ROT SUN ASS Sea ent eae 4 et tp. 3 ee as . aa El AY oe 227 il Aes Ee Mi Be a JY BL POR OR Be as SCAM et rahe 5 Rote VECO RISE NOY a ON
broad_top,2026-02-28,71,AF1QipPq_BwQYcGRESnVbEXHxyGnNJyt8Hli_XP_F9Ww,13,"9,21,7,2,5,1,4,3",8,0,0,"wath Fw > APs ant . Sa co et f, ""Yas RR Maas ik pe cat fi ¥S SSeS s aaeest re 9 AS al te Re ag tend, “% pete MEK De Shots EGE * Sey SN 44 re es TARA a over, pees WASSER ERIS = ey: "
baseline,2026-02-28,72,AF1QipMuK-0SFRt7JtKjjIAyaaPCEmFimg0WCyLXDJ5i,14,"2,4,25",3,0,0,"he nd EI OR PS ate ge i Qe eth pee PAS RN NSPE CH may Tors SENS res at aS . 2 IO oP on SF age ONT ft syed NE f eb ose Ke pore Si ES % Asay oN ae, ORS Raa VASES Sh Re Rane a LAO NN "
wide_lower,2026-02-28,72,AF1QipMuK-0SFRt7JtKjjIAyaaPCEmFimg0WCyLXDJ5i,14,"8,2,27,4",4,0,0,". mS se a ee SORA Kes pete ~ eh SS ae Oe Retares a ree © o Oat F aa Rds a SS Le Sate abe ONES, frie ye San Nw ek: sre eee Sorte V¥e iy a Yee Spee 8 pepe PERE EA OS CA Woon = ’ eopa"
center_tall,2026-02-28,72,AF1QipMuK-0SFRt7JtKjjIAyaaPCEmFimg0WCyLXDJ5i,14,"1,4,14,6,3,7,2,26,8,5",10,1,0,"BS ; eens Y bend a aeee 1 oe rece _ ° { rt NG Pook ae Gnas y le a x a ) 1atghs or ‘ Jeet’ vara ray oy i ’ - 4 eet, ra > ; * - £60 eed es 14. fae Se ae fot, PRE Pee “ew Sth Ses eS P"
left_tall,2026-02-28,72,AF1QipMuK-0SFRt7JtKjjIAyaaPCEmFimg0WCyLXDJ5i,14,"3,2,26,4,8,5,1,15",8,0,0,"an ae . in ‘a Nd » bee iW Focaw ste 3 ie te 2 rene Eo Bes a we dae Py . ; ee ay NG tre ee 85 2 ’ eres Wand Pare rar Ye : gee aD Cea “S . ves Y 3 et \, as SU RAAT an Y : MLE EN ned "
right_tall,2026-02-28,72,AF1QipMuK-0SFRt7JtKjjIAyaaPCEmFimg0WCyLXDJ5i,14,"7,5,2,4,3,6",6,0,0,"oe Eas _—_—_—lUlC | a ae - 7 re en — 5 i b ae my . psa nS . ’ at $v 7 . oO ef FS, 2 : fyals : ak <b Oe oe , Prey x, . a he Re NA ee SAAN Bk, EET MN AO ao ee as A Nett et i ee SS ra"
wide_tall,2026-02-28,72,AF1QipMuK-0SFRt7JtKjjIAyaaPCEmFimg0WCyLXDJ5i,14,"7,2,4,30,26,3,22,8",8,0,0,"fo eee ~ ""> Se aes SAE en wo, ~— Fa aN Fal Mashes of ; k - phe A - = hi . ‘ - Ae ate me £¥ oe ‘ * Naor ee eae Se ‘ os GE RG ee eg Sy RES BRS oS |: an Sie AG wee ees Oa lS a PS ary "
narrow_top,2026-02-28,72,AF1QipMuK-0SFRt7JtKjjIAyaaPCEmFimg0WCyLXDJ5i,14,"6,3,2,8,4,24,7",7,0,0,"an ty See or os Pa Se Vee, i* a) e i; eae j —e s3° : 6 A | 3 rye ee i - Patinis are . } ' see on } * 2 PG ORHAN i { PEMA ’ ©. Po Y te a ‘ we SG wih aot ' eed aE AAR We at NaF IGA B"
broad_top,2026-02-28,72,AF1QipMuK-0SFRt7JtKjjIAyaaPCEmFimg0WCyLXDJ5i,14,"2,7,9,1,4,30,24,26,3,6,28",11,0,0,"rhe ene Seer bac A ee Weds . ry Tan tie Pi 2 . De i 7 a < st ie Sa eea in ~ Rae ESE. i ot . te Lat A . — 9 1, “|? ! ry °- : - INES eee eee MA - } +] ~ Che Le ine Ney, LAL EY ¢ ne a"
baseline,2026-02-28,73,AF1QipPANAWdUHUA6Rb2gGxOnLzUlzrK2MW9Jxb-gwWa,15,"2,13,27,5,34",5,0,0,"AR A Cee SENN AS a REND oe SS 2 eas ts DAG Ting me ead. , YEN aS es say Elen eecs eee Wes Nee SANS a ag ORs oh Ge ae years mies ats ? bey ide aN “et a ne. + - . wihiy rea . * “s oa"
wide_lower,2026-02-28,73,AF1QipPANAWdUHUA6Rb2gGxOnLzUlzrK2MW9Jxb-gwWa,15,"5,4,8,3,2,9,7",7,0,0,"EEN ee eed OP Saat Nee ee Teas eae EIS SERS PE SESSA Aad on as a esis ns || 5"" Ss Lave are rete \ hy Pett ~ a \ os aa hated por aus via wv ay Sareutt ifs rie TA < ~ Cor ate we NS, "
center_tall,2026-02-28,73,AF1QipPANAWdUHUA6Rb2gGxOnLzUlzrK2MW9Jxb-gwWa,15,"3,2,5,9,7,4,1",7,0,0,"~ : eee? fd get RSA rey an 3 FOTN Ea ae Fe, heey at ee vy. Casey t ists y 2, ieee oe on RS as ea Rea ie Ura SENT BEES Ss Rie Wien cer NCIC S Nereietias SEE es~ a k Ot ee pee Pe MES"
left_tall,2026-02-28,73,AF1QipPANAWdUHUA6Rb2gGxOnLzUlzrK2MW9Jxb-gwWa,15,"4,3,2,7,8,1",6,0,0,"fe fs Ye : arenes Fd £4 es Shea Se et ANCES SAF pres SRI RR Vette Ss ree sot, aN Ske ead aor ~ ts es ey Lass ‘ SE es pels RO (pins Sled Pe ny "" i: Trieste fe So ES satel fant BORN "
right_tall,2026-02-28,73,AF1QipPANAWdUHUA6Rb2gGxOnLzUlzrK2MW9Jxb-gwWa,15,"3,8,5,7,4,9",6,0,0,"j PES EM LRA genes MP NL an I NL SS RIAN S BIE a rr Ay pase nhs west gl foie: alg © Yee EG Ly VO ah RN les pn ne peg I NORA WEERGRS sso ee re Rh RAGAN RR IE OCIA Ce vf Pie eh , Vey"
wide_tall,2026-02-28,73,AF1QipPANAWdUHUA6Rb2gGxOnLzUlzrK2MW9Jxb-gwWa,15,"1,8,7,4,2,5",6,0,0,ae . Ee AS Seth ey ‘ f ERI ee EUR ACS oped Ye NEE NES OSS ESOP > WOE EARL re tc NRA EL OES Sly a RSA LS ae PPG ye PY Ra sieh SNCS See eee OST ‘oe SA cates A ee . ers nea ese ae eee
narrow_top,2026-02-28,73,AF1QipPANAWdUHUA6Rb2gGxOnLzUlzrK2MW9Jxb-gwWa,15,"2,8,6,4",4,0,0,"eas epee : ¥ SoD LN te A” BAY rod n Roy nuns ay] ee Sey ar or ae “ OS 5s: Ls || Ata ms ™ yt pate te ‘NO be atre Ae, pats S ad ua at “nee, eed, ~ 2! fey se thy, oe 8, 6 is “Ss rs My"
broad_top,2026-02-28,73,AF1QipPANAWdUHUA6Rb2gGxOnLzUlzrK2MW9Jxb-gwWa,15,"3,2,4,7,8,5,6,1",8,0,0,"OT BS ee + _ one 248 Aw red cy + OOF. Ghat ae, oe L At. grat: . ‘S fae7 raed ENS es x . Pe ug . ok Pee a “ oa Sg , Ry ICN ES Rows 3 ON a PEEAG Dike eas ace CAN A LN Re ey Oe ane, ~"
baseline,2026-02-28,74,AF1QipP2RYAT4X4c-NDudcJktwxOEUxql5rQeL15BA2d,16,"2,20",2,0,0,\ Ez] 2 2 oP J — i: Aad . nes - eb pT pe psa Hg teA¥ C2ets ae y nd Ey PKR Ee CaS ats Gs ae S08 SORTA ae NEARS || he WOR ai ad \\ ESF 20 ~. PF oe ne so iT eare Te af ae KPC “pay bow
wide_lower,2026-02-28,74,AF1QipP2RYAT4X4c-NDudcJktwxOEUxql5rQeL15BA2d,16,"2,1,7,4,5,20",6,0,0,s AN Se a Sees 2 AN Rr Byes oan pee % ER eater = ~ He ey ‘ : OO AT fh. nee See : ey ere : 1 Poe CS. q - ~ Sake AL ; 1 Sat te OEh Pate pA 7 as p ee FAS 1 ek Start tencen ERO AR asS 
center_tall,2026-02-28,74,AF1QipP2RYAT4X4c-NDudcJktwxOEUxql5rQeL15BA2d,16,"2,4,1,20",4,0,0,"ce ; ?, 2 2 . . : - . * + AWS we tes sea"" fp hangy so N PRE AGES yey: fi _ Ve oesae VERS: aS ee Loew ane ‘ Vi WES ess Secee wt \i patina: Wont tah a Sera | OP “| q Af Mie ate, mt o"
left_tall,2026-02-28,74,AF1QipP2RYAT4X4c-NDudcJktwxOEUxql5rQeL15BA2d,16,"4,7,2,1,20,9",6,0,0,"4 e FRIAS ‘| me bene NN AE Leth SE Rotates oh Pp hy tei N pre: ates Grae eee eek eoee ak BN JSP i ote MS IO Aa ORS Ont Oe ra, 4 — ‘ 7 Pw egy as 7 Pa BMT PRES AS; oy iN ¥er Ke Ae. o"
right_tall,2026-02-28,74,AF1QipP2RYAT4X4c-NDudcJktwxOEUxql5rQeL15BA2d,16,"3,4,25,20,2,1",6,0,0,Sue Pee Sut hagh IRS ie Dee tak ae So 3 eek PS EEO One Re PA Eh Le va T po -f PBST Myles Lae TN tse Weve hate Rd SE cone (Suna: TUE fa UT VA RESINS AN: Mee || - io) My? 4 2074. Se 
wide_tall,2026-02-28,74,AF1QipP2RYAT4X4c-NDudcJktwxOEUxql5rQeL15BA2d,16,"4,7,2,3,20,9,40",7,0,0,"t ‘ sf i, a eo Ty Poreees se ay Aisa ode / ) Wooo PS Ghee =, bed. nee dey 4 shiv Was EEN (Pets gc’ aspen PALE poe yy: pen Orcas aa SR SE RW OC: avers: \\ aS mA SE bE a sh Pe eR NN "
narrow_top,2026-02-28,74,AF1QipP2RYAT4X4c-NDudcJktwxOEUxql5rQeL15BA2d,16,"4,7,25,20,1",5,0,0,"an -y Ag See oN vce’ Reco Ve Sd ee Goa ag ES a OS ONAL A ECS 4 a ite en pe , Wee oe so ry 7 po stety PATTY RON Ae WUE OES Nee 4 CXS SAP ep a BOYS te OR AS Nevin aA Rar AULT OMRTT E"
broad_top,2026-02-28,74,AF1QipP2RYAT4X4c-NDudcJktwxOEUxql5rQeL15BA2d,16,"7,1,3,20,4,9,40,2",8,0,0,"yee ee ALew - , _—* a 7 sa \ ° RD | ered! Tn. AS Shines press 1 POE Gee aM ER Rea eh SS oho \i eae An oe ne a wrt 3 Ff “1G. 82S AY eerie ELT et he ae betes TSS AEBS RUN Wess eae i "
baseline,2026-02-28,75,AF1QipPt-NKTgu4l7exf9nLGOkV_cyNzDV83exVU6qIp,17,"5,3,4,6,2",5,0,0,"ener BG C a Rae: SEN RET Gps geen = BO ee, a So Pe saettyy . eee BISA en Aw Sf 5. Be SI ae || oe pe. BAD, 3-4 o's rN, ig SEN 3: Pb, ar, i we & ™ sens ae a } LIS 6. & a EN irs £! ee"
wide_lower,2026-02-28,75,AF1QipPt-NKTgu4l7exf9nLGOkV_cyNzDV83exVU6qIp,17,"4,3,6,8,2,35,7",7,0,0,"ey a » AN ES oe “an GAP: Sa ES Ny? Sey , ae : EA Re BESS x ty ARR Sacto ERTS ath Se w f NIN fF BERRA OW. 0G || . 4 ree ye bA ots u@ iy a) Pw} B; sf a ass eas re $4 ia “hin Seed Yo "
center_tall,2026-02-28,75,AF1QipPt-NKTgu4l7exf9nLGOkV_cyNzDV83exVU6qIp,17,"2,8,4",3,0,0,"ett: tee W Were ‘ire x > ee ae j JER) RAS 2 ct : ry ny Ae an Fa Wiau on Mara pee LE RES” _ a: we. 4s || SS wp: AL om, ral ee \ wry, RE J 0 se Cx) Las Se (Zo ae ae ye bA \? a) Pw} u"
left_tall,2026-02-28,75,AF1QipPt-NKTgu4l7exf9nLGOkV_cyNzDV83exVU6qIp,17,"4,7",2,0,0,", ee re, ore, ae We ey i ee ‘ 4 Loire: wee oA Wea & ESS AS » Lee Nees os LESS be TNS: © ot Eee Co fi a Ta PS Sy ah RATER ne AEA ip i ae BEERS oa YRS See Aa rete RPE Ries aren s ee "
right_tall,2026-02-28,75,AF1QipPt-NKTgu4l7exf9nLGOkV_cyNzDV83exVU6qIp,17,"4,3,8,7,5",5,0,0,te A oe j on x “AS (ane S nine —_ eo SPRY Oo See en Ege tetegy See - Oe TAY oe te ; Sey ean par ee || ral [RS se Las je Pw -* a \? Pw} b ret wa ass 4 a Te $4 ia my f:. i ig. hia. A
wide_tall,2026-02-28,75,AF1QipPt-NKTgu4l7exf9nLGOkV_cyNzDV83exVU6qIp,17,"3,4,5,8,6,14",6,0,0,"On Me oy be a a 3 Ub aS ANGLE SB wwe A a warts ay as Neer BAS if Pret SEAS eA EY May Of. CR Sees ci RE SS . YAN: $ Naini: : : x ae “3 i art £ a eeee ; ‘eet, at aS a BALE Ee Aa f , "
narrow_top,2026-02-28,75,AF1QipPt-NKTgu4l7exf9nLGOkV_cyNzDV83exVU6qIp,17,"9,7,4,8",4,0,0,"nr f AVR RE LAX AE. PRA cede ff Pe acy f at chy "" AES SAR Noe TT tae aT AY Oe Sa _ a UI ft amgtpar || Soe hier. 9 ah a Nye As Aerated Sy Pret =e 7 aN Pe 4 rote N's AY; wiry Uy oN &"
broad_top,2026-02-28,75,AF1QipPt-NKTgu4l7exf9nLGOkV_cyNzDV83exVU6qIp,17,"4,3,1,2,7,5,8,6,9",9,0,0,"qo aT RAN Nr Ae ere ow PM RRR Se NS: Vo OL EN a oa AAG eee 4 XS Pat eerT han Sour ed whew ero oe EST NEE Te My ho N ‘ De ee Vek < - be CN acy 3, rn REDE GB Vey RAEN EOES wooo seed "
baseline,2026-02-28,76,AF1QipM3K_2eWKR3kFYVV0WlwN2N_K4-6RcdKO14KMcg,18,"7,2,40,3,4,9",6,0,0,m™ AT. a ge ON a an 7. wet “s ‘ REE PANAy dee ae \ ¥ 7 ioe noel AM. : CA Feeney a ee EE Se sO ‘ ee fete UN PR vxr a on — aoa roma Ce ML fi oo KS) || uN we: om er Ary a “2 La oy 2 4
wide_lower,2026-02-28,76,AF1QipM3K_2eWKR3kFYVV0WlwN2N_K4-6RcdKO14KMcg,18,"4,2,3",3,0,0,"Leet oy N Vv i mab ant es . EYE bor NN iA tf ie elem eae tc ay mn bod pS atts — <= 4 : eee : || ee vy WE 2 &,Y at i . Lae Sd * zn NO a ae re ine 2a i ee ve 3 ¥t ws Any [Ant Gf Paes"
center_tall,2026-02-28,76,AF1QipM3K_2eWKR3kFYVV0WlwN2N_K4-6RcdKO14KMcg,18,"4,3,13,2,7",5,0,0,"eS ON ne i | wv ee oan Tne NY seat - A ye eS Se. eee i 4 ih As | rh: SWE Sates is iy ae. we Berd oe || ed t+ wo? ae oy ¥s ve ry aN ry Ny ae ana we ~~ xo “_ ie we we a Mon et &,Y = "
left_tall,2026-02-28,76,AF1QipM3K_2eWKR3kFYVV0WlwN2N_K4-6RcdKO14KMcg,18,"2,4,9,6",4,0,0,"Gu a, eae - aoe . y ad. NENT RS ATEN Me SEAS YS Base seat “We wr TT Fhe) oe he wer aS aa Sy Pan ett h 2 EIA ay B SPN RN Ss ranean Py CaS aN iat rf o Mass || (Toes ed t+ Aas be ry ~"
right_tall,2026-02-28,76,AF1QipM3K_2eWKR3kFYVV0WlwN2N_K4-6RcdKO14KMcg,18,"4,7,3,5,2",5,0,0,"a Se, nee A ad oe Sn x a5 eae eae psy Nl Oy ae, eed “ ; ~ . oo: 4 . OC PENS eek Sh Ove7, ik Gn Ve aha, ai AEN Yee Sadr Tn G ae | BUF a se ear pe, ees 4 df Fa GS 7 Fe RO EN . Sey AN"
wide_tall,2026-02-28,76,AF1QipM3K_2eWKR3kFYVV0WlwN2N_K4-6RcdKO14KMcg,18,"7,8,2,5,3,31,6,4",8,0,0,‘a Gr _ © 's oo A a ' iar At rai an s . May ibm at: a . 2h o ae Ty ayy Ae “ae BS 7 Py % hoes [VIga Ce Nata” ae ayes 8 EN Sates tg pliner errs TAS ee Mens: Re AS pad Sire a aes Sot 
narrow_top,2026-02-28,76,AF1QipM3K_2eWKR3kFYVV0WlwN2N_K4-6RcdKO14KMcg,18,"7,8,2,4,3,14",6,0,0,"{aN ay 7. aan way, ttt * : SEV ACT aia aa. "" pas i \% ey w ah, eet Syne e rat eG fy. te 8 ota FREE N Ve 2 || _ Uw re —< Aw Li yd .. cnet! +4 \ EN Ne WY at ied 4 = w? ry S ~\* ~~ “_"
broad_top,2026-02-28,76,AF1QipM3K_2eWKR3kFYVV0WlwN2N_K4-6RcdKO14KMcg,18,"7,2,4,5,1,3,9,6",8,0,0,"eke ttg e LYS bar. Rel ag de SNe et ey A 7 ue a). Vs besa tp ON ie Disa tvas ~ ey ht Tar, > ERS ae Ly VN <n “"" i ee in ae an ae ge, SST Mees Sew gecor 2* Y . 7"" ae AAS eS Tee ae, ."
baseline,2026-02-28,77,AF1QipNMQsEruJledTyWMij7GISvUPBwhasq7B0JWtMm,19,"4,2,3",3,0,0,"we eee. oA se o ar BARE Ha, ES OO et yin he A Seay eer Srp & yee ee ote Se AW ay eee aoe dP ates ay 4 basa he Aue 4 EAS, Ms ee ad - ER Bal Atte GOs WL CR GEE Os aed F se, 2 pee Ste"
wide_lower,2026-02-28,77,AF1QipNMQsEruJledTyWMij7GISvUPBwhasq7B0JWtMm,19,"2,7,4,22,3",5,0,0,ERENT Cee UAE Ves dae EA ob tL PATER. NOME a ald ORES. OUD Neg een dd. ts Gee pr ea TOEFL SE ORC NP ORU AME OF OD RANT Sir NN ote Sead cman Spats Ws RNOLD ey REE GU ues ay th Pecae
center_tall,2026-02-28,77,AF1QipNMQsEruJledTyWMij7GISvUPBwhasq7B0JWtMm,19,"4,6,9,2,38",5,0,0,"1B Po AN Ee - Tay Seif ie oa fra ks 4. Ape Sd. [/ GREE ; Ks ple Swe ""ya 6 MBS whey AEE Senet AN Oe Se USER SER : ee cea ; Rs, Peete eva Nodes PA ear k ESD IAG EN Wa cesSect nat 9 T"
left_tall,2026-02-28,77,AF1QipNMQsEruJledTyWMij7GISvUPBwhasq7B0JWtMm,19,"2,6,4,22,3,7",6,0,0,"CPM IES Lees VR if ta ie ob ee an eee Ag JANE a ¥ RRA ADO D as ‘~ ° ; wee a7 ay . : || vi 2 Ae Dale aoe XS oo ak ‘6 aye iy ‘sh / vA i Zhe ae ax. aes ie 4 MBS, ‘ad Ee ""4 rey § ny . "
right_tall,2026-02-28,77,AF1QipNMQsEruJledTyWMij7GISvUPBwhasq7B0JWtMm,19,"4,7,6,5,1",5,0,0,"4 ee eta ~ f Si cit ie SR. Se pests wit ee STAR ee [. WGA BR. freee edt EEE EN ete } ned eeate eke . PA ""e3 pa OAS a rie Seek . — DT ais 7 43 Dam ~ —_ init at aa + . renee nee i Cy"
wide_tall,2026-02-28,77,AF1QipNMQsEruJledTyWMij7GISvUPBwhasq7B0JWtMm,19,"7,4,5,2,18,6,1",7,0,0,"Rte re -_ Qt De re Se oe Se ES AP cc potas ASV af ORES eS j me ToT Va, ar Bee NY EA Ss aes A Sanaa 7 ROU ae Ate “RAT NS 4. v His orks ae he Ze. £82 Ppt ee sn Ra rae Mey Ee GE Vigan"
narrow_top,2026-02-28,77,AF1QipNMQsEruJledTyWMij7GISvUPBwhasq7B0JWtMm,19,"1,6,7",3,0,0,"foes, . ee . eseOSGR UAT gp eS Beg Aey eet 1 ee ay CAS RD ANS CH OTN, Says NC <: Bee OES) coon aTN y ee oer eed —_ veel || ete te wy he ax Pa? A ie rd ass Poin ‘x Natl st “ah eat a"
broad_top,2026-02-28,77,AF1QipNMQsEruJledTyWMij7GISvUPBwhasq7B0JWtMm,19,"7,18,6,4,9,2",6,0,0,"PY POS aS Agee ge RS, Be Tian LES LS aed OP Ry SETS REY Oe SEES NBA Needed | Base RAN ERGO IRs SNES CM A VEE EB eee See Stee ON eS get rg ee ~ . - - . a . 7 ‘we, , en =) oe . : { ."
baseline,2026-02-28,78,AF1QipMHqWeE93q9Ovs7OXkLreQyw8t1TVWR_HfNzrv1,20,"3,4,7,23,2",5,0,0,8g a PN et ORO 3 rip wae “A RET) Sn ae ene s Both REE SOS Seog A IE VR Ge ea Fe Se Venter a AS Wo: & 4 SR eare EE fice Pate Yay YS Rong eute APA 7 Sait \ Ena RRC Pe . + ard 3 fr ||
wide_lower,2026-02-28,78,AF1QipMHqWeE93q9Ovs7OXkLreQyw8t1TVWR_HfNzrv1,20,"2,5,7,22,3",5,0,0,"a, a aN ST ne MS Chale a ae ° at 2. el qT fe VANS ety con Y Fond fea ~ SEENON: tr pees, SES Ree EAN AE ee ae. ates ep Ta ARG EEN Gat hs ene Pa cae S| A RSC ae wi OLE yee panes a a "
center_tall,2026-02-28,78,AF1QipMHqWeE93q9Ovs7OXkLreQyw8t1TVWR_HfNzrv1,20,"6,1,4,5,3,7,2",7,0,0,Veer eels Wi Vaya ea g z . sa Sse tev eee P om . Lies ON NSP Pe eg foe end Sones ! aaa teres by bite rere INE ey Ese Pr ‘ ys SSC aETAN. RAL Wy Lee wien aes ie \ GAIN Se Ee pete DAE
